EventTime	aTemp	RH	DP	cTemp	mTemp	sLid	sVacuu	sPressure	IsOkay
20230328163456	21.41	0.1	-57.69	21.44	20.0	1	1	1	1
20230328163457	21.33	0.1	-57.73	21.44	20.0	1	1	1	1
20230328163458	21.34	0.1	-57.72	21.42	20.0	1	1	1	1
20230328163459	21.37	0.13	-55.58	21.44	20.0	1	1	1	1
20230328163500	21.34	0.12	-56.25	21.44	20.0	1	1	1	1
20230328163501	21.36	0.06	-61.72	21.44	20.0	1	1	1	1
20230328163502	21.33	0.18	-52.89	21.44	20.0	1	1	1	1
20230328163503	21.34	0.07	-60.54	21.42	20.0	1	1	1	1
20230328163504	21.34	0.06	-61.73	21.44	20.0	1	1	1	1
20230328163505	21.39	0.1	-57.7	21.44	20.0	1	1	1	1
20230328163506	21.34	0.13	-55.59	21.44	20.0	1	1	1	1
20230328163507	21.33	0.07	-60.55	21.44	20.01	1	1	1	1
20230328163509	21.36	0.1	-57.71	21.45	20.01	1	1	1	1
20230328163510	21.33	0.06	-61.74	21.44	20.0	1	1	1	1
20230328163511	21.36	0.07	-60.53	21.42	20.0	1	1	1	1
20230328163512	21.36	0.07	-60.53	21.44	20.0	1	1	1	1
20230328163513	21.36	0.12	-56.24	21.44	20.0	1	1	1	1
20230328163514	21.37	0.12	-56.23	21.42	20.0	1	1	1	1
20230328163515	21.37	0.07	-60.53	21.42	20.0	1	1	1	1
20230328163516	21.37	0.07	-60.53	21.44	20.0	1	1	1	1
20230328163517	21.37	0.1	-57.71	21.44	20.0	1	1	1	1
20230328163518	21.36	0.12	-56.24	21.44	20.0	1	1	1	1
20230328163519	21.34	0.1	-57.72	21.44	20.0	1	1	1	1
20230328163520	21.34	0.12	-56.25	21.42	20.0	1	1	1	1
20230328163521	21.36	0.2	-51.98	21.42	20.0	1	1	1	1
20230328163522	21.36	0.12	-56.24	21.42	20.0	1	1	1	1
20230328163523	21.36	0.07	-60.53	21.42	19.99	1	1	1	1
20230328163524	21.36	0.13	-55.58	21.42	20.0	1	1	1	1
20230328163525	21.36	0.1	-57.71	21.42	20.0	1	1	1	1
20230328163526	21.37	0.07	-60.53	21.42	20.0	1	1	1	1
20230328163527	21.36	0.16	-53.86	21.42	20.0	1	1	1	1
20230328163528	21.39	0.18	-52.86	21.42	19.99	1	1	1	1
20230328163530	21.37	0.12	-56.23	21.42	20.0	1	1	1	1
20230328163531	21.37	0.1	-57.71	21.42	20.0	1	1	1	1
20230328163532	21.34	0.07	-60.54	21.42	19.99	1	1	1	1
20230328163533	21.39	0.12	-56.22	21.42	20.0	1	1	1	1
20230328163534	21.37	0.1	-57.71	21.42	19.99	1	1	1	1
20230328163535	21.37	0.06	-61.72	21.42	20.0	1	1	1	1
20230328163536	21.39	0.13	-55.57	21.42	20.0	1	1	1	1
20230328163537	21.37	0.1	-57.71	21.42	20.0	1	1	1	1
20230328163538	21.34	0.07	-60.54	21.44	19.99	1	1	1	1
20230328163539	21.37	0.13	-55.58	21.41	20.0	1	1	1	1
20230328163540	21.36	0.16	-53.86	21.37	19.99	1	1	1	1
20230328163541	21.36	0.12	-56.24	21.31	19.97	1	1	1	1
20230328163542	21.37	0.06	-61.72	21.24	19.95	1	1	1	1
20230328163543	21.37	0.1	-57.71	21.16	19.91	1	1	1	1
20230328163544	21.37	0.16	-53.86	21.09	19.89	1	1	1	1
20230328163545	21.39	0.06	-61.71	21.0	19.85	1	1	1	1
20230328163546	21.39	0.12	-56.22	20.93	19.81	1	1	1	1
20230328163547	21.37	0.1	-57.71	20.84	19.76	1	1	1	1
20230328163548	21.39	0.04	-64.77	20.78	19.71	1	1	1	1
20230328163550	21.36	0.04	-64.79	20.7	19.66	1	1	1	1
20230328163551	21.39	0.07	-60.52	20.64	19.63	1	1	1	1
20230328163552	21.39	0.1	-57.7	20.55	19.57	1	1	1	1
20230328163553	21.34	0.1	-57.72	20.47	19.52	1	1	1	1
20230328163554	21.36	0.04	-64.79	20.41	19.47	1	1	1	1
20230328163555	21.36	0.1	-57.71	20.32	19.43	1	1	1	1
20230328163556	21.39	0.07	-60.52	20.27	19.37	1	1	1	1
20230328163557	21.36	0.12	-56.24	20.2	19.32	1	1	1	1
20230328163558	21.34	0.07	-60.54	20.13	19.27	1	1	1	1
20230328163559	21.34	0.1	-57.72	20.07	19.24	1	1	1	1
20230328163600	21.34	0.1	-57.72	20.01	19.19	1	1	1	1
20230328163601	21.34	0.12	-56.25	19.95	19.15	1	1	1	1
20230328163602	21.33	0.12	-56.25	19.9	19.11	1	1	1	1
20230328163603	21.33	0.1	-57.73	19.83	19.07	1	1	1	1
20230328163604	21.33	0.06	-61.74	19.77	19.02	1	1	1	1
20230328163605	21.31	0.07	-60.56	19.72	18.98	1	1	1	1
20230328163606	21.29	0.16	-53.9	19.66	18.94	1	1	1	1
20230328163607	21.31	0.05	-63.14	19.62	18.91	1	1	1	1
20230328163608	21.31	0.07	-60.56	19.57	18.87	1	1	1	1
20230328163609	21.3	0.07	-60.56	19.52	18.84	1	1	1	1
20230328163611	21.3	0.01	-74.54	19.47	18.8	1	1	1	1
20230328163612	21.31	0.13	-55.61	19.43	18.79	1	1	1	1
20230328163613	21.3	0.07	-60.56	19.39	18.74	1	1	1	1
20230328163614	21.27	0.16	-53.91	19.33	18.7	1	1	1	1
20230328163615	21.3	0.1	-57.74	19.27	18.67	1	1	1	1
